"name","technology","fuel","nameplate_capacity_mw","status","planning_status","country","admin_division_level_1","date_commercial_operation","date_end_operation","geom_point","latitude","longitude","geom_area","website","note"
Lincoln Gap Wind Farm - Stage 2,Wind Turbine - Onshore,Wind - Wind,86.4,Operational,,Australia,South Australia,2022-01-02,,POINT (137.55719185 -32.56450753),-32.56450753,137.5571919,,,
Lincoln Gap Wind Farm - Stage 3,Wind Turbine - Onshore,Wind - Wind,277.2,Development,,Australia,South Australia,,,POINT (137.55719185 -32.56450753),,,,,
Lionsgate Battery,Storage - Battery,Other - Other,150.0,Development,,Australia,South Australia,,,,,,,,
Lismore BESS,Storage - Battery,Other - Other,100.0,Development,,Australia,New South Wales,,,,,,,,
Little River BESS,Storage - Battery,Other - Other,350.0,Development,,Australia,Victoria,,,,,,,,
Little River Solar Farm,Solar PV - Fixed,Solar - Solar,279.0,Development,,Australia,Victoria,,,,,,,,
Liverpool Range Wind Farm,Wind Turbine - Onshore,Wind - Wind,1338.0,Development,,Australia,New South Wales,,,,,,,,
Llewellyn Motors,Solar PV - Fixed,Solar - Solar,0.34,Operational,,Australia,Queensland,,,,,,,,
LMCC - Works Depot Power Station,Solar PV - Fixed,Solar - Solar,0.79,Operational,,Australia,New South Wales,,,,,,,,
Lockhart Hybrid Facility - Battery,Storage - Battery,Solar - Solar,10.0,Development,,Australia,New South Wales,2025-01-04,,,,,,,
Lockhart Hybrid Facility - Solar,Solar PV - Single axis tracking,Solar - Solar,10.0,Development,,Australia,New South Wales,2025-01-04,,,,,,,
Lockyer BESS,Storage - Battery,Other - Other,750.0,Development,,Australia,Queensland,,,,,,,,
Lockyer Valley Energy Project - BESS,Storage - Battery,Solar - Solar,400.0,Development,,Australia,Queensland,,,POINT (152.27634 -27.5359),-27.5359,152.27634,,,
Lockyer Valley Energy Project - OCGT,Turbine - OCGT,Fossil - Natural Gas,117.0,Development,,Australia,Queensland,,,POINT (152.27634 -27.5359),-27.5359,152.27634,,,
Longford 1,Turbine - OCGT,Fossil - Natural Gas Pipeline,2.6,Operational,,Australia,Victoria,,,,,,,,
Longford 2,Turbine - OCGT,Fossil - Natural Gas Pipeline,13.0,Operational,,Australia,Victoria,,,,,,,,
Longford 3,Turbine - OCGT,Fossil - Natural Gas Pipeline,14.0,Operational,,Australia,Victoria,,,,,,,,
Longreach Solar Farm,Solar PV - Fixed,Solar - Solar,14.0,Operational,,Australia,Queensland,,,POINT (144.35924 -23.44638),-23.44638,144.35924,,,
Lonsdale,Reciprocating Engine - Compression ignition,Fossil - Diesel,20.7,Operational,,Australia,South Australia,,,POINT (138.49100682 -35.10966855),-35.10966855,138.4910068,,,
Lotus Creek Wind Farm,Wind Turbine - Onshore,Wind - Wind,341.0,Development,,Australia,Queensland,,,POINT (149.25596 -22.3593),-22.3593,149.25596,,,
Lovely Banks Renewable Energy Hub,Storage - Battery,Other - Other,400.0,Development,,Australia,Victoria,,,,,,,,
Low Head Wind Farm - Stage 1,Wind Turbine - Onshore,Wind - Wind,42.0,Development,,Australia,Tasmania,,,,,,,,
Lower Lake Margaret,Hydro - Dam,Hydro - Water,3.2,Operational,,Australia,Tasmania,,,,,,,,
Lower Wonga BESS,Storage - Battery,Other - Other,200.0,Development,,Australia,Queensland,,,,,,,,
Lower Wonga Solar Farm,Solar PV - Fixed,Solar - Solar,300.0,Development,,Australia,Queensland,,,POINT (152.4497502 -26.09877951),-26.09877951,152.4497502,,,
Loy Yang A Power Station 1,Turbine - Steam Sub Critical,Fossil - Brown Coal,560.0,Operational,,Australia,Victoria,,,POINT (146.574569 -38.2536),-38.2536,146.574569,,,
Loy Yang A Power Station 2,Turbine - Steam Sub Critical,Fossil - Brown Coal,530.0,Operational,,Australia,Victoria,,,POINT (146.574569 -38.2536),-38.2536,146.574569,,,
Loy Yang A Power Station 3,Turbine - Steam Sub Critical,Fossil - Brown Coal,560.0,Operational,,Australia,Victoria,,,POINT (146.574569 -38.2536),-38.2536,146.574569,,,
Loy Yang A Power Station 4,Turbine - Steam Sub Critical,Fossil - Brown Coal,560.0,Operational,,Australia,Victoria,,,POINT (146.574569 -38.2536),-38.2536,146.574569,,,
Loy Yang B 1,Turbine - Steam Sub Critical,Fossil - Brown Coal,580.0,Operational,,Australia,Victoria,,,POINT (146.58637 -38.256447),-38.256447,146.58637,,,
Loy Yang B 2,Turbine - Steam Sub Critical,Fossil - Brown Coal,580.0,Operational,,Australia,Victoria,,,POINT (146.58637 -38.256447),-38.256447,146.58637,,,
Lucas Heights 2,Reciprocating Engine - Spark ignition,Renewable Biomass or Waste - Landfill Gas,17.25,Operational,,Australia,New South Wales,,,POINT (150.973882 -34.048146),-34.048146,150.973882,,,
Lucas Heights I,Reciprocating Engine - Spark ignition,Renewable Biomass or Waste - Landfill Gas,5.39,Operational,,Australia,New South Wales,,,,,,,,
LYA BESS,Storage - Battery,Other - Other,200.0,Development,,Australia,Victoria,,,,,,,,
Macarthur Wind Farm,Wind Turbine - Onshore,Wind - Wind,420.0,Operational,,Australia,Victoria,,,POINT (142.18436025 -38.06480431),-38.06480431,142.1843603,,,
MacIntyre Wind Farm,Wind Turbine - Onshore,Wind - Wind,923.4,Development,,Australia,Queensland,2024-01-12,,POINT (145.463 -17.813),-17.813,145.463,,,
Mackintosh,Hydro - Dam,Hydro - Water,79.9,Operational,,Australia,Tasmania,,,POINT (145.64611857 -41.69974974),-41.69974974,145.6461186,,,
Macknade Mill,Turbine - Steam Sub Critical,Renewable Biomass or Waste - Bagasse,8.0,Operational,,Australia,Queensland,,,,,,,,
Madeline Downs BESS,Storage - Battery,Other - Other,150.0,Development,,Australia,Queensland,,,,,,,,
Mallee Wind Farm,Wind Turbine - Onshore,Wind - Wind,,Development,,Australia,New South Wales,2029-01-01,,,,,,,
Mallee Wind Farm - BESS,Storage - Battery,Other - Other,400.0,Development,,Australia,New South Wales,,,,,,,,
Manildra Solar Farm,Solar PV - Single axis tracking,Solar - Solar,50.0,Operational,,Australia,New South Wales,2018-01-12,,POINT (148.718325548912 -33.1730321644393),-33.17303216,148.7183255,,,
Mannum Adelaide Pumping Station No 2 - MAPL2 (Palmer),Solar PV - Single axis tracking,Solar - Solar,16.8,Operational,,Australia,South Australia,2022-01-05,,POINT (139.1642617 -34.8574032),-34.8574032,139.1642617,,,
Mannum Adelaide Pumping Station No 3 - MAPL3 (Tungkillo),Solar PV - Single axis tracking,Solar - Solar,12.36,Operational,,Australia,South Australia,2023-01-01,,,,,,,
Mannum BESS,Storage - Battery,Other - Other,100.0,Development,,Australia,South Australia,,,,,,,,
Mannum Solar Farm,Solar PV - Single axis tracking,Solar - Solar,4.95,Operational,,Australia,South Australia,2019-01-12,,,,,,,
Mannum Solar Farm 2,Solar PV - Single axis tracking,Solar - Solar,29.99,Development,,Australia,South Australia,2024-01-02,,,,,,,
Mansfield Solar Farm - Solar,Solar PV - Fixed,Solar - Solar,350.0,Development,,Australia,Victoria,,,,,,,,
Mansfield Solar Farm - Storage,Storage - Battery,Other - Other,,Development,,Australia,Victoria,,,,,,,,
Maroona Wind Farm,Wind Turbine - Onshore,Wind - Wind,7.2,Operational,,Australia,Victoria,,,POINT (142.8243398 -37.4187499),,,,,
Marulan - OCGT/CCGT,Turbine - Other,Fossil - Natural Gas Pipeline,450.0,Development,,Australia,New South Wales,,,,,,,,
Marulan - OCGT/CCGT,Turbine - Other,Fossil - Natural Gas Pipeline,350.0,Development,,Australia,New South Wales,,,,,,,,
Maryborough Mill,Turbine - Steam Super Critical,Other - Other,7.5,Operational,,Australia,Queensland,,,,,,,,
Maryrorough Solar Farm,Solar PV - Single axis tracking,Solar - Solar,34.5,Operational,,Australia,Queensland,2021-01-03,,POINT (152.71709609 -25.54758801),-25.54758801,152.7170961,,,
Maryvale Solar Farm,Solar PV - Single axis tracking,Solar - Solar,125.0,Development,,Australia,New South Wales,,,,,,,,
Mates Gully Solar Farm,Solar PV - Single axis tracking,Solar - Solar,,Development,,Australia,New South Wales,2027-01-06,,,,,,,
Matthew Flinders College Senior,Solar PV - Fixed,Solar - Solar,0.2,Development,,Australia,Queensland,2018-01-09,,,,,,,
Maules Creek BESS,Storage - Battery,Other - Other,,Development,,Australia,New South Wales,,,,,,,,
Maules Creek Solar Farm,Solar PV - Fixed,Solar - Solar,,Development,,Australia,New South Wales,,,,,,,,
Maxwell Downs Solar Farm,Solar PV - Single axis tracking,Solar - Solar,104.0,Development,,Australia,New South Wales,,,,,,,,
Maxwell Solar Farm,Solar PV - Single axis tracking,Solar - Solar,25.0,Development,,Australia,New South Wales,,,,,,,,
McMahons Reef Solar Farm,Solar PV - Single axis tracking,Solar - Solar,123.2,Development,,Australia,New South Wales,,,,,,,,
McNamee Partners,Solar PV - Fixed,Solar - Solar,0.26,Operational,,Australia,Queensland,,,,,,,,
McRobies Gully Renewable Energy Facility,Reciprocating Engine - Spark ignition,Renewable Biomass or Waste - Landfill Gas,1.06,Operational,,Australia,Tasmania,,,,,,,,
Meadow Creek Solar Farm,Solar PV - Fixed,Solar - Solar,180.0,Development,,Australia,Victoria,,,,,,,,
Meadowbank,Hydro - Dam,Hydro - Water,40.0,Operational,,Australia,Tasmania,,,POINT (146.845676 -42.611199),-42.611199,146.845676,,,
Melbourne Renewable Energy Hub - Side A,Storage - Battery,Other - Other,600.0,Development,,Australia,Victoria,2025-01-11,,,,,,,
Melbourne Renewable Energy Hub - Side B,Storage - Battery,Other - Other,600.0,Development,,Australia,Victoria,,,,,,,,
Melbourne Solar Farm,Solar PV - Fixed,Solar - Solar,350.0,Development,,Australia,Victoria,,,,,,,,
Meredith Wind Farm,Wind Turbine - Onshore,Wind - Wind,399.0,Development,,Australia,Victoria,,,,,,,,
Merino Solar Farm - BESS,Storage - Battery,Other - Other,309.12,Development,,Australia,New South Wales,,,,,,,,
Merino Solar Farm - Solar,Solar PV - Fixed,Solar - Solar,338.0,Development,,Australia,New South Wales,,,,,,,,
Merriwa BESS 1,Storage - Battery,Other - Other,1000.0,Development,,Australia,New South Wales,,,,,,,,
Metz Solar Farm,Solar PV - Single axis tracking,Solar - Solar,135.0,Development,,Australia,New South Wales,2023-01-04,,,,,,,
Mica Creek Solar Farm,Solar PV - Single axis tracking,Solar - Solar,88.0,Development,,Australia,Queensland,,,POINT (150.822693 -27.14895222),-27.14895222,150.822693,,,
Middlebrook Solar Farm - BESS,Storage - Battery,Other - Other,279.93,Development,,Australia,Queensland,2027-01-12,,,,,,,
Middlebrook Solar Farm - Solar,Solar PV - Single axis tracking,Solar - Solar,319.98,Development,,Australia,Queensland,2027-01-12,,,,,,,
Middlemount Solar Farm,Solar PV - Single axis tracking,Solar - Solar,26.0,Operational,,Australia,Queensland,2021-01-07,,POINT (148.7137122 -22.8228624),-22.8228624,148.7137122,,,
Midland Highway Orrvale,Solar PV - Fixed,Solar - Solar,0.51,Operational,,Australia,Victoria,,,,,,,,
Midlands Hydro,Hydro - Dam,Hydro - Water,6.0,Operational,,Australia,Tasmania,,,,,,,,
Mildura Power Station,Solar PV - Single axis tracking,Solar - Solar,9.6,Development,,Australia,Victoria,,,,,,,,
Miles BESS Project,Storage - Battery,Other - Other,500.0,Development,,Australia,Queensland,,,,,,,,
Miles Solar Project,Solar PV - Fixed,Solar - Solar,500.0,Development,,Australia,Queensland,,,,,,,,
Millmerran BESS - Storage,Storage - Battery,Other - Other,200.0,Development,,Australia,Queensland,,,,,,,,
Millmerran Power Plant 1,Turbine - Steam Super Critical,Fossil - Black Coal,426.0,Operational,,Australia,Queensland,,,POINT (151.278949 -27.961542),-27.961542,151.278949,,,
Millmerran Power Plant 2,Turbine - Steam Super Critical,Fossil - Black Coal,426.0,Operational,,Australia,Queensland,,,POINT (151.278949 -27.961542),-27.961542,151.278949,,,
Millmerran Wind Farm,Wind Turbine - Onshore,Wind - Wind,400.0,Development,,Australia,Queensland,,,POINT (151.27 -27.88),-27.88,151.27,,,
Mintaro GT,Turbine - OCGT,Fossil - Natural Gas Pipeline,90.0,Operational,,Australia,South Australia,,,POINT (138.7383 -33.9031),-33.9031,138.7383,,,
Miriam Vale Renewable Energy Hub,Storage - Battery,Other - Other,400.0,Development,,Australia,Queensland,,,,,,,,
MNC000116 - Dubbo Firming Power Station,Other - Other,Fossil - Natural Gas,64.0,Development,,Australia,New South Wales,,,,,,,,
Moah Creek Solar Farm,Solar PV - Fixed,Solar - Solar,390.0,Development,,Australia,Queensland,,,POINT (150.156 -23.34),-23.34,150.156,,,
Moah Creek Wind Farm,Wind Turbine - Onshore,Wind - Wind,360.0,Development,,Australia,Queensland,,,,,,,,
Moama Solar Farm,Solar PV - Single axis tracking,Solar - Solar,36.01,Development,,Australia,New South Wales,,,,,,,,
Mobilong BESS,Storage - Battery,Other - Other,199.66,Development,,Australia,South Australia,,,,,,,,
Mokoan Solar Farm,Solar PV - Single axis tracking,Solar - Solar,46.0,Development,,Australia,Victoria,,,,,,,,
Molong Solar Farm,Solar PV - Single axis tracking,Solar - Solar,36.08,Operational,,Australia,New South Wales,2021-01-02,,POINT (148.9081967 -33.083961),-33.083961,148.9081967,,,
Molonglo Wind Farm,Wind Turbine - Onshore,Wind - Wind,,Abandoned,,Australia,New South Wales,,,POINT (149.446 -35.2319),,,,,Source: Wikipedia https://en.wikipedia.org/wiki/List_of_wind_farms_in_New_South_Wales
Monaro Solar Farm,Solar PV - Fixed,Solar - Solar,70.0,Development,,Australia,New South Wales,,,,,,,,
Monash Solar Farm ,Solar PV - Fixed,Solar - Solar,100.0,Development,,Australia,South Australia,,,,,,,,
Moonah Solar Farm,Solar PV - Single axis tracking,Solar - Solar,230.0,Development,,Australia,Victoria,2028-01-04,,,,,,,
Moonlight Range Wind Farm - BESS,Storage - Battery,Other - Other,400.0,Development,,Australia,Queensland,,,POINT (150.0752 -23.2944),-23.2944,150.0752,,,
Moonlight Range Wind Farm - Wind,Wind Turbine - Onshore,Wind - Wind,400.0,Development,,Australia,Queensland,,,POINT (150.0752 -23.2944),-23.2944,150.0752,,,
Moorabool Wind Farm,Wind Turbine - Onshore,Wind - Wind,312.0,Operational,,Australia,Victoria,2022-01-07,,POINT (144.1627678 -37.7401943),-37.7401943,144.1627678,,https://mooraboolwindfarm.com/,
Moorambilla Solar Farm,Solar PV - Fixed,Solar - Solar,5.0,Development,,Australia,New South Wales,,,,,,,,
Moorebank Logistics Park Project - BESS,Storage - Battery,Other - Other,200.0,Development,,Australia,New South Wales,,,,,,,,
Moorebank Logistics Park Project - Solar,Solar PV - Fixed,Solar - Solar,120.0,Development,,Australia,New South Wales,,,,,,,,
Moranbah Generation Project,Reciprocating Engine - Compression ignition,Fossil - Waste Coal Mine Gas,12.56,Operational,,Australia,Queensland,,,,,,,,
Moranbah North,Reciprocating Engine - Spark ignition,Fossil - Waste Coal Mine Gas,63.84,Operational,,Australia,Queensland,,,POINT (147.95065541 -21.89665526),-21.89665526,147.9506554,,,
Moranbah Workers Solar,Solar PV - Fixed,Solar - Solar,0.21,Operational,,Australia,Queensland,,,,,,,,
Moree BESS,Storage - Battery,Other - Other,120.0,Development,,Australia,New South Wales,,,,,,,,
Moree Solar Farm,Solar PV - Single axis tracking,Solar - Solar,56.0,Operational,,Australia,New South Wales,,,POINT (149.867 -29.569),-29.569,149.867,,,
Moreton Hill Wind Farm,Wind Turbine - Onshore,Wind - Wind,380.0,Development,,Australia,Victoria,,,,,,,,
Morgan Battery,Storage - Battery,Other - Other,30.0,Development,,Australia,South Australia,,,,,,,,
Morgan Solar,Solar PV - Fixed,Solar - Solar,108.0,Development,,Australia,South Australia,,,,,,,,
Morgan To Whyalla Pipeline No 1 PS And Water Filtration Plant,Solar PV - Single axis tracking,Solar - Solar,6.12,Operational,,Australia,South Australia,2022-01-08,,POINT (139.6836843 -34.021229),-34.021229,139.6836843,,,
Morgan To Whyalla Pipeline No 2 PS,Solar PV - Single axis tracking,Solar - Solar,5.88,Operational,,Australia,South Australia,2022-01-06,,POINT (139.4214753 -33.971238),-33.971238,139.4214753,,,
Morgan To Whyalla Pipeline No 3 PS,Solar PV - Single axis tracking,Solar - Solar,7.38,Operational,,Australia,South Australia,2022-01-06,,POINT (139.1715928 -33.9717444),-33.9717444,139.1715928,,,
Morgan To Whyalla Pipeline No 4 PS,Solar PV - Single axis tracking,Solar - Solar,5.88,Operational,,Australia,South Australia,2022-01-08,,POINT (139.06094 -33.965215),-33.965215,139.06094,,,
Mornington BESS,Storage - Battery,Other - Other,240.0,Development,,Australia,Victoria,2026-01-01,,,,,,,
Mornington Waste Disposal Facility,Reciprocating Engine - Spark ignition,Other - Other,0.79,Operational,,Australia,Victoria,,,POINT (144.855322 -38.391631),-38.391631,144.855322,,,
Mortlake Battery,Storage - Battery,Other - Other,300.0,Development,,Australia,Victoria,2027-01-03,,,,,,,
Mortlake Energy Hub - BESS,Storage - Battery,Other - Other,316.08,Development,,Australia,Victoria,2026-01-04,,,,,,,
Mortlake Energy Hub - Solar,Solar PV - Single axis tracking,Solar - Solar,333.64,Development,,Australia,Victoria,2026-01-04,,,,,,,
Mortlake OCGT,Turbine - OCGT,Fossil - Natural Gas,200.0,Development,,Australia,Victoria,,,,,,,,
Mortlake OCGT 11,Turbine - OCGT,Fossil - Natural Gas Pipeline,292.0,Operational,,Australia,Victoria,,,POINT (142.66747891 -38.06316932),-38.06316932,142.6674789,,,
Mortlake OCGT 12,Turbine - OCGT,Fossil - Natural Gas Pipeline,292.0,Operational,,Australia,Victoria,,,POINT (142.66747891 -38.06316932),-38.06316932,142.6674789,,,
Mortlake South Wind Farm,Wind Turbine - Onshore,Wind - Wind,157.5,Operational,,Australia,Victoria,2023-01-05,,POINT (142.85312998002595 -38.14679546196311),-38.06316932,142.6674789,,,
Mortons Lane Wind Farm,Wind Turbine - Onshore,Wind - Wind,19.5,Operational,,Australia,Victoria,,,POINT (142.45 -37.835),-37.835,142.45,,,
Morundah Battery Storage - BESS,Storage - Battery,Other - Other,300.0,Development,,Australia,New South Wales,,,,,,,,
Morundah Solar Power Plant (Thermal),Solar Thermal - Central collector,Solar - Solar,600.0,Development,,Australia,New South Wales,,,,,,,,
Morwell BESS,Storage - Battery,Other - Other,1000.0,Development,,Australia,Victoria,,,,,,,,
Morwell Solar,Solar PV - Single axis tracking,Solar - Solar,,Development,,Australia,Victoria,,,,,,,,
Mount Barker Community Wind Farm,Wind Turbine - Onshore,Wind - Wind,2.4,Operational,,Australia,Western Australia,2011-01-03,,POINT (117.64630276981755 -34.604930624188135),,,,https://www.mtbarkerpower.com.au/,
Mount Emerald Wind Farm,Wind Turbine - Onshore,Wind - Wind,180.52,Operational,,Australia,Queensland,2018-01-10,,POINT (145.3817634460192 -17.182666676785608),-17.1675,145.38737,,,
Mount Fyans Wind Farm,Wind Turbine - Onshore,Wind - Wind,,Development,,Australia,Victoria,,,,,,,,
Mount Fyans Wind Farm 2.0,Wind Turbine - Onshore,Wind - Wind,750.0,Development,,Australia,Victoria,,,,,,,,
Mount Hopeful Wind Farm,Wind Turbine - Onshore,Wind - Wind,370.0,Development,,Australia,Queensland,2026-01-12,,POINT (150.559414 -23.81161),-23.81161,150.559414,,,
Mount James Wind Farm,Wind Turbine - Onshore,Wind - Wind,1000.0,Development,,Australia,Queensland,,,POINT (144.2033 -19.964),,,,,
Mount Larcom (Site A) Solar Farm,Storage - Battery,Solar - Solar,200.0,Development,,Australia,Queensland,,,,,,,,
Mount Larcom (Site A) Solar Farm,Solar PV - Single axis tracking,Solar - Solar,500.0,Development,,Australia,Queensland,,,,,,,,
Mount Majura,Solar PV - Single axis tracking,Solar - Solar,2.3,Operational,,Australia,New South Wales,,,,,,,,
Mount Sheridan Plaza,Solar PV - Fixed,Solar - Solar,0.3,Operational,,Australia,Queensland,,,,,,,,
Mount Tom BESS,Storage - Battery,Other - Other,500.0,Development,,Australia,Queensland,,,,,,,,
Mount Tom Solar Farm,Solar PV - Fixed,Solar - Solar,500.0,Development,,Australia,Queensland,,,,,,,,
Mount Walsh Wind Farm (Mainstream),Wind Turbine - Onshore,Wind - Wind,600.0,Development,,Australia,Queensland,,,,,,,,
Mount Waverley Mini Hydro,Hydro - Dam,Hydro - Water,0.36,Operational,,Australia,Victoria,,,,,,,,
Moura Solar Farm,Solar PV - Single axis tracking,Solar - Solar,99.0,Operational,,Australia,Queensland,2023-01-04,,,,,,,
Mt Challenger BESS,Storage - Battery,Other - Other,20.0,Development,,Australia,Queensland,,,POINT (148.439502 -20.365164),-20.365164,148.439502,,,
Mt Challenger Solar Farm,Solar PV - Fixed,Solar - Solar,20.0,Development,,Australia,Queensland,,,POINT (148.389502 -20.315164),-20.315164,148.389502,,,
Mt Challenger Wind Farm,Wind Turbine - Onshore,Wind - Wind,40.0,Development,,Australia,Queensland,,,POINT (148.339502 -20.265164),-20.265164,148.339502,,,
Mt Cotton Biomass Cogeneration Power Station,Turbine - Steam Sub Critical,Other - Other,7.6,Development,,Australia,Queensland,,,,,,,,
Mt Doran BESS,Storage - Battery,Other - Other,200.0,Development,,Australia,Victoria,,,,,,,,
Mt Fox BESS - ARENA,Storage - Battery,Other - Other,300.0,Development,,Australia,Queensland,2026-01-11,,,,,,,
Mt Fox Wind Farm,Wind Turbine - Onshore,Wind - Wind,291.4,Development,,Australia,Queensland,,,POINT (145.885303 -18.84876),-18.84876,145.885303,,,
Mt Gellibrand Wind Farm,Wind Turbine - Onshore,Wind - Wind,138.6,Operational,,Australia,Victoria,2018-01-07,,POINT (143.80194424 -38.25869085),-38.25869085,143.8019442,,,
Mt Mercer Wind Farm,Wind Turbine - Onshore,Wind - Wind,131.2,Operational,,Australia,Victoria,,,POINT (143.871111 -37.841111),-37.841111,143.871111,,,
Mt Millar Wind Farm,Wind Turbine - Onshore,Wind - Wind,72.28,Operational,,Australia,South Australia,,,POINT (136.70389575 -33.62550972),-33.62550972,136.7038958,,,
Mt Piper,Turbine - Steam Sub Critical,Fossil - Black Coal,30.0,Development,,Australia,New South Wales,2027-01-07,,,,,,,
Mt Piper 1,Turbine - Steam Sub Critical,Fossil - Black Coal,730.0,Operational,,Australia,New South Wales,,,POINT (150.03132231 -33.35889223),-33.35889223,150.0313223,,,
Mt Piper 2,Turbine - Steam Sub Critical,Fossil - Black Coal,660.0,Operational,,Australia,New South Wales,,,POINT (150.03132231 -33.35889223),-33.35889223,150.0313223,,,
Mt Piper BESS,Storage - Battery,Other - Other,499.8,Development,,Australia,New South Wales,,,,,,,,
Mt Rawdon Pumped Hydro Energy Storage Project,Storage - Pumped hydro,Hydro - Water,2040.0,Development,,Australia,Queensland,,,,,,,,
Mt Spring Wind Farm,Wind Turbine - Onshore,Wind - Wind,,Abandoned,,Australia,New South Wales,,,POINT (149.152 -33.398),,,,,
Mt Stuart 1,Turbine - OCGT,Fossil - Diesel,146.0,Operational,,Australia,Queensland,,,POINT (146.85117055 -19.33799835),-19.33799835,146.8511706,,,
Mt Stuart 2,Turbine - OCGT,Fossil - Diesel,146.0,Operational,,Australia,Queensland,,,POINT (146.85117055 -19.33799835),-19.33799835,146.8511706,,,
Mt Stuart 3,Turbine - OCGT,Fossil - Diesel,131.5,Operational,,Australia,Queensland,,,POINT (146.85117055 -19.33799835),-19.33799835,146.8511706,,,
Mulgrave Central Mill,Turbine - Steam Super Critical,Renewable Biomass or Waste - Bagasse,9.0,Operational,,Australia,Queensland,,,POINT (145.7887014 -17.09326819),-17.09326819,145.7887014,,,
Mulwala Solar Farm,Solar PV - Single axis tracking,Solar - Solar,25.0,Development,,Australia,New South Wales,,,,,,,,
Mumbida Wind Farm,Wind Turbine - Onshore,Wind - Wind,55.0,Operational,,Australia,Western Australia,,,POINT (114.9636426 -28.9900864),,,,,
Munna Creek Solar Farm,Solar PV - Single axis tracking,Solar - Solar,154.0,Development,,Australia,Queensland,2024-01-04,,POINT (152.4356913 -25.87781183),-25.87781183,152.4356913,,,
Murra Warra Wind Farm - Stage 1,Wind Turbine - Onshore,Wind - Wind,225.7,Operational,,Australia,Victoria,2021-01-09,,POINT (142.31819045 -36.43326079),-36.43326079,142.3181905,,,TODO check multipoint for mw1 and 2
Murra Warra Wind Farm - Stage 2,Wind Turbine - Onshore,Wind - Wind,209.0,Operational,,Australia,Victoria,2022-01-10,,POINT (142.3150579 -36.4274599),,,,,TODO check multipoint for mw1 and 2
Murray 1,Hydro - Dam,Hydro - Water,950.0,Operational,,Australia,Victoria,,,POINT (148.188249 -36.2476894),-36.2476894,148.188249,,,
Murray 2,Hydro - Dam,Hydro - Water,552.0,Operational,,Australia,Victoria,,,POINT (148.188249 -36.2476894),-36.2476894,148.188249,,,
Murray Bridge - Onkaparinga Pipeline Pump 2,Solar PV - Single axis tracking,Solar - Solar,13.74,Operational,,Australia,South Australia,2022-01-08,,POINT (139.210112 -35.096732),-35.096732,139.210112,,,
Musselroe Wind Farm,Wind Turbine - Onshore,Wind - Wind,168.0,Operational,,Australia,Tasmania,,,POINT (148.0097387 -40.77981068),-40.77981068,148.0097387,,,
Muswellbrook PRO BESS ,Storage - Battery,Other - Other,400.0,Development,,Australia,New South Wales,,,,,,,,
Muswellbrook Pumped Hydro ,Hydro - Dam,Hydro - Water,,Development,,Australia,New South Wales,,,,,,,,
Myrtle Creek Solar Farm,Solar PV - Fixed,Solar - Solar,102.06,Development,,Australia,New South Wales,,,,,,,,
Naring Solar Farm,Solar PV - Fixed,Solar - Solar,60.0,Development,,Australia,Victoria,,,,,,,,
Naroghid,Wind Turbine - Onshore,Wind - Wind,100.0,Development,,Australia,Victoria,,,,,,,,
Narrabri Solar Farm,Solar PV - Fixed,Solar - Solar,120.0,Development,,Australia,New South Wales,,,,,,,,
Narrabri South Solar Farm,Solar PV - Fixed,Solar - Solar,50.0,Development,,Australia,New South Wales,,,,,,,,
Narromine Solar Farm,Solar PV - Single axis tracking,Solar - Solar,10.0,Operational,,Australia,New South Wales,,,POINT (148.254394 -32.218459),-32.218459,148.254394,,,
NAWMA Balefill Site Uleybury - Recip Engine,Reciprocating Engine - Compression ignition,Renewable Biomass or Waste - Landfill Gas,1.12,Operational,,Australia,South Australia,,,,,,,,
NAWMA Balefill Site Uleybury - Solar,Solar PV - Fixed,Solar - Solar,1.15,Operational,,Australia,South Australia,,,,,,,,
Nebo BESS,Storage - Battery,Other - Other,900.0,Development,,Australia,Queensland,,,,,,,,
Nebo BESS (Baywa),Storage - Battery,Other - Other,500.0,Development,,Australia,Queensland,,,,,,,,
Nevertire Solar Farm,Solar PV - Single axis tracking,Solar - Solar,104.64,Operational,,Australia,New South Wales,2020-01-07,,POINT (147.706024 -31.827987),-31.827987,147.706024,,,
New England Solar Farm,Solar PV - Single axis tracking,Solar - Solar,400.0,Construction,,Australia,New South Wales,2023-01-05,,,,,,,
New England Solar Farm - BESS,Storage - Battery,Other - Other,150.0,Development,,Australia,New South Wales,2026-01-12,,,,,,,
New England Solar Farm 2,Solar PV - Single axis tracking,Solar - Solar,320.0,Development,,Australia,New South Wales,,,,,,,,
Newcastle Offshore Wind,Wind Turbine - Offshore,Wind - Wind,1395.0,Development,,Australia,New South Wales,,,,,,,,
Newhaven College,Solar PV - Fixed,Solar - Solar,0.24,Operational,,Australia,Victoria,,,,,,,,
Newport,Turbine - Steam Sub Critical,Fossil - Natural Gas Pipeline,500.0,Operational,,Australia,Victoria,,,POINT (144.894197 -37.841462),-37.841462,144.894197,,,
Nine Mile Beach Wind Farm,Wind Turbine - Offshore,Wind - Wind,3.6,Operational,,Australia,Western Australia,2003-01-01,,POINT (121.7792501 -33.8934658),,,,,Estimated dates;
Nine Network Willoughby,Reciprocating Engine - Compression ignition,Fossil - Diesel,1.28,Operational,,Australia,New South Wales,,,POINT (151.19662274 -33.81096413),-33.81096413,151.1966227,,,
